tasklist_id,label,deskripsi,lokasi,detail_lokasi,lokasi_merged,teks_final
8236021,Non TBC,Safety line belum dipasang,Pit PQRT,[Area Kritis] Drill & Blast,"Pit PQRT, [Area Kritis] Drill & Blast","[DESKRIPSI]: Safety line belum dipasang [LOKASI]: Pit PQRT, [Area Kritis] Drill & Blast"
8235178,Non TBC,Median tidak dipasang,Pit East 2,Front loading OB,"Pit East 2, Front loading OB","[DESKRIPSI]: Median tidak dipasang [LOKASI]: Pit East 2, Front loading OB"
8235025,Non TBC,DEBU AREA L EAST,Disposal IPD L,Front Dumping Kering,"Disposal IPD L, Front Dumping Kering","[DESKRIPSI]: DEBU AREA L EAST [LOKASI]: Disposal IPD L, Front Dumping Kering"
7227274,4. Posisi Pekerja pada Area Tidak aman/Tidak Sesuai Prosedur,Barikade ditanggul sisi timur lokasi area pengeboran belum terpasang pada saat proses pengeboran telah berlangsung,,,,[DESKRIPSI]: Barikade ditanggul sisi timur lokasi area pengeboran belum terpasang pada saat proses pengeboran telah berlangsung
7295591,5. Deviasi Loading/Dumping,limiter blum di update,,,,[DESKRIPSI]: limiter blum di update
8239812,Non TBC,Jalan undulating,Workshop BMC,Akses Infrastruktur workshop BMC,Akses Infrastruktur workshop BMC,[DESKRIPSI]: Jalan undulating [LOKASI]: Akses Infrastruktur workshop BMC
8239582,Non TBC,Banyak spoil jalan semakin sempit,(B8) Road Management,Jln. Labuan Cermin,"(B8) Road Management, Jln. Labuan Cermin","[DESKRIPSI]: Banyak spoil jalan semakin sempit [LOKASI]: (B8) Road Management, Jln. Labuan Cermin"
8238217,Non TBC,Penutup aki tidak terpasang,Towing Tug,TB KSA 101,"Towing Tug, TB KSA 101","[DESKRIPSI]: Penutup aki tidak terpasang [LOKASI]: Towing Tug, TB KSA 101"
8237604,Non TBC,Jalan tidak rapi,Project Rehandling Soil OPP,Jalan,"Project Rehandling Soil OPP, Jalan","[DESKRIPSI]: Jalan tidak rapi [LOKASI]: Project Rehandling Soil OPP, Jalan"
8237531,Non TBC,Lampu mati,Floating Crane,Heavy Equipment,"Floating Crane, Heavy Equipment","[DESKRIPSI]: Lampu mati [LOKASI]: Floating Crane, Heavy Equipment"
8237408,Non TBC,radio crowded,(B8) Pit CH,Disposal Kering IPD CH,"(B8) Pit CH, Disposal Kering IPD CH","[DESKRIPSI]: radio crowded [LOKASI]: (B8) Pit CH, Disposal Kering IPD CH"
8237123,Non TBC,DT 838 terindikasi Yawning,Coal Hauling Road,Jl. Barokah,"Coal Hauling Road, Jl. Barokah","[DESKRIPSI]: DT 838 terindikasi Yawning [LOKASI]: Coal Hauling Road, Jl. Barokah"
8237118,Non TBC,Lampu kerja mati,Floating Crane,Heavy Equipment,"Floating Crane, Heavy Equipment","[DESKRIPSI]: Lampu kerja mati [LOKASI]: Floating Crane, Heavy Equipment"
8236717,Non TBC,Hydrant tidak tertutup,Towing Tug,TB KSA 97,"Towing Tug, TB KSA 97","[DESKRIPSI]: Hydrant tidak tertutup [LOKASI]: Towing Tug, TB KSA 97"
8236262,Non TBC,Lampu pos belum mati,Area Security & External,Pos KM 1 MTL,"Area Security & External, Pos KM 1 MTL","[DESKRIPSI]: Lampu pos belum mati [LOKASI]: Area Security & External, Pos KM 1 MTL"
8235212,Non TBC,Berdebu dan berasap,CPP Binungan,Stockpile CPP Bin BC,"CPP Binungan, Stockpile CPP Bin BC","[DESKRIPSI]: Berdebu dan berasap [LOKASI]: CPP Binungan, Stockpile CPP Bin BC"
8235161,Non TBC,Undulating akses road,Project Diversion Selatan BAR,Akses Road,"Project Diversion Selatan BAR, Akses Road","[DESKRIPSI]: Undulating akses road [LOKASI]: Project Diversion Selatan BAR, Akses Road"
7092883,5. Deviasi Loading/Dumping,Tinggi Bundwall tidak standard,,,,[DESKRIPSI]: Tinggi Bundwall tidak standard
8239699,Non TBC,cover lampu rusak,Floating Crane,CTS Bulk Sumatera,"Floating Crane, CTS Bulk Sumatera","[DESKRIPSI]: cover lampu rusak [LOKASI]: Floating Crane, CTS Bulk Sumatera"
8239040,Non TBC,Apron welder tidak layak,Workshop Fabrikasi Pama,Bays Fabrikasi,"Workshop Fabrikasi Pama, Bays Fabrikasi","[DESKRIPSI]: Apron welder tidak layak [LOKASI]: Workshop Fabrikasi Pama, Bays Fabrikasi"
8237215,Non TBC,Sampah berserakan,(B PMO) Project,Project Underpass BC PMO,"(B PMO) Project, Project Underpass BC PMO","[DESKRIPSI]: Sampah berserakan [LOKASI]: (B PMO) Project, Project Underpass BC PMO"
8236790,Non TBC,Gelas sembarang tempat,Towing Tug,TB KSA 100,"Towing Tug, TB KSA 100","[DESKRIPSI]: Gelas sembarang tempat [LOKASI]: Towing Tug, TB KSA 100"
8236667,Non TBC,Terdapat tumpukan sampah belum di buang,(BC) Area Office,Kantor BC,"(BC) Area Office, Kantor BC","[DESKRIPSI]: Terdapat tumpukan sampah belum di buang [LOKASI]: (BC) Area Office, Kantor BC"
8236028,Non TBC,Lampu belum mati,Coal Crushing Plant (CPP),Jetty / Dermaga Barging,"Coal Crushing Plant (CPP), Jetty / Dermaga Barging","[DESKRIPSI]: Lampu belum mati [LOKASI]: Coal Crushing Plant (CPP), Jetty / Dermaga Barging"
8234760,Non TBC,Apar belum di inspeksi,Main Workshop Pama,Bays 1 (Wheel),"Main Workshop Pama, Bays 1 (Wheel)","[DESKRIPSI]: Apar belum di inspeksi [LOKASI]: Main Workshop Pama, Bays 1 (Wheel)"
8240658,Non TBC,tumpahan oli di crane 1,Floating Crane,CTS Bulk Derawan,"Floating Crane, CTS Bulk Derawan","[DESKRIPSI]: tumpahan oli di crane 1 [LOKASI]: Floating Crane, CTS Bulk Derawan"
8240152,Non TBC,Acces masuk front undulating,(B PMO) Pit Q1,Loading Point Q1 KDC,"(B PMO) Pit Q1, Loading Point Q1 KDC","[DESKRIPSI]: Acces masuk front undulating [LOKASI]: (B PMO) Pit Q1, Loading Point Q1 KDC"
8240068,Non TBC,rambu larangan merokok sudah pudar,(B PMO) Project,Project Underpass BC PMO,"(B PMO) Project, Project Underpass BC PMO","[DESKRIPSI]: rambu larangan merokok sudah pudar [LOKASI]: (B PMO) Project, Project Underpass BC PMO"
8238145,Non TBC,Isi kotak P3K tidak lengkap,(B PMO) Office,Office KDC,"(B PMO) Office, Office KDC","[DESKRIPSI]: Isi kotak P3K tidak lengkap [LOKASI]: (B PMO) Office, Office KDC"
7160070,5. Deviasi Loading/Dumping,Ban menyentuh tanggil,,,,[DESKRIPSI]: Ban menyentuh tanggil
7214010,Non TBC,TTA - Driver menunduk ketika sedang mengoperasikan unit,,,,[DESKRIPSI]: TTA - Driver menunduk ketika sedang mengoperasikan unit
8240511,Non TBC,Ditemukan rambu dengan posisi rebah,(B PMO) Project,Project Underpass BC PMO,"(B PMO) Project, Project Underpass BC PMO","[DESKRIPSI]: Ditemukan rambu dengan posisi rebah [LOKASI]: (B PMO) Project, Project Underpass BC PMO"
8239478,Non TBC,Tutup panel listrik rusak,Towing Tug,TB PANCARAN 313,"Towing Tug, TB PANCARAN 313","[DESKRIPSI]: Tutup panel listrik rusak [LOKASI]: Towing Tug, TB PANCARAN 313"
8238887,Non TBC,Oli hidrolik kurang,Floating Crane,Heavy Equipment,"Floating Crane, Heavy Equipment","[DESKRIPSI]: Oli hidrolik kurang [LOKASI]: Floating Crane, Heavy Equipment"
8239364,2. Deviasi penggunaan APD,TBC pekerja tidak menggunakan sarung tangan saat mengukur material berpotensi terluka,(B8) Civil Project,Extend Workshop LV,"(B8) Civil Project, Extend Workshop LV","[DESKRIPSI]: TBC pekerja tidak menggunakan sarung tangan saat mengukur material berpotensi terluka [LOKASI]: (B8) Civil Project, Extend Workshop LV"
8236686,Non TBC,Log book deck berserahkan,Towing Tug,TB KSA 97,"Towing Tug, TB KSA 97","[DESKRIPSI]: Log book deck berserahkan [LOKASI]: Towing Tug, TB KSA 97"
8235724,Non TBC,Warnah box hydrant sudah mulai pudar,Towing Tug,TB KSA 100,"Towing Tug, TB KSA 100","[DESKRIPSI]: Warnah box hydrant sudah mulai pudar [LOKASI]: Towing Tug, TB KSA 100"
8235417,Non TBC,Tali tambak berantakan,Towing Tug,TB PERKASA 3,"Towing Tug, TB PERKASA 3","[DESKRIPSI]: Tali tambak berantakan [LOKASI]: Towing Tug, TB PERKASA 3"
6834468,6. Tidak terdapat pengawas/pengawas tidak memadai,Pengawas non HR di area HR,,,,[DESKRIPSI]: Pengawas non HR di area HR
8241189,Non TBC,kabel charger tidak dicabut setelah digunakan,Towing Tug,TB KSA 89,"Towing Tug, TB KSA 89","[DESKRIPSI]: kabel charger tidak dicabut setelah digunakan [LOKASI]: Towing Tug, TB KSA 89"
8241117,Non TBC,Panel alarm control tdk tertutup,Towing Tug,TB KSA 35,"Towing Tug, TB KSA 35","[DESKRIPSI]: Panel alarm control tdk tertutup [LOKASI]: Towing Tug, TB KSA 35"
8239630,Non TBC,"Lantai cat sudah pudar,",Assist Tug Transhipment,TB INTAN MEGAH 3,"Assist Tug Transhipment, TB INTAN MEGAH 3","[DESKRIPSI]: Lantai cat sudah pudar, [LOKASI]: Assist Tug Transhipment, TB INTAN MEGAH 3"
8239091,Non TBC,Air Aki low,EKSPLORASI PUNAN,AREA AKTIFITAS LOGGING,"EKSPLORASI PUNAN, AREA AKTIFITAS LOGGING","[DESKRIPSI]: Air Aki low [LOKASI]: EKSPLORASI PUNAN, AREA AKTIFITAS LOGGING"
8238977,Non TBC,LD 506 tyre no 2 leak,Coal Hauling Road,Jl. Barokah,"Coal Hauling Road, Jl. Barokah","[DESKRIPSI]: LD 506 tyre no 2 leak [LOKASI]: Coal Hauling Road, Jl. Barokah"
8238279,Non TBC,Pergantian filter oli me,Towing Tug,TB PANCARAN 213,"Towing Tug, TB PANCARAN 213","[DESKRIPSI]: Pergantian filter oli me [LOKASI]: Towing Tug, TB PANCARAN 213"
8238195,Non TBC,APAR di deck KIP belum di pasang,Floating Crane,FC Bulk Karimun,"Floating Crane, FC Bulk Karimun","[DESKRIPSI]: APAR di deck KIP belum di pasang [LOKASI]: Floating Crane, FC Bulk Karimun"
8237256,Non TBC,Terdapat jalan undulating di area dumping disposal,Pit S2,Disposal,"Pit S2, Disposal","[DESKRIPSI]: Terdapat jalan undulating di area dumping disposal [LOKASI]: Pit S2, Disposal"
8237246,Non TBC,Terdapat arah jalan undulating dumping ob disposal,Pit S2,Disposal,"Pit S2, Disposal","[DESKRIPSI]: Terdapat arah jalan undulating dumping ob disposal [LOKASI]: Pit S2, Disposal"
8237034,Non TBC,Rotari Bm 361 mati,Workshop Kalimantan,Workshop CSJ,"Workshop Kalimantan, Workshop CSJ","[DESKRIPSI]: Rotari Bm 361 mati [LOKASI]: Workshop Kalimantan, Workshop CSJ"
8236258,Non TBC,Wilnat LV 111 kurang satu,Office MTL,Office Cokelat,"Office MTL, Office Cokelat","[DESKRIPSI]: Wilnat LV 111 kurang satu [LOKASI]: Office MTL, Office Cokelat"
8235766,Non TBC,Kulkas belum ada penamaan,Towing Tug,TB KSA 100,"Towing Tug, TB KSA 100","[DESKRIPSI]: Kulkas belum ada penamaan [LOKASI]: Towing Tug, TB KSA 100"
8235504,Non TBC,Bolam lampu mess room putus,Towing Tug,TB PANCARAN 611,"Towing Tug, TB PANCARAN 611","[DESKRIPSI]: Bolam lampu mess room putus [LOKASI]: Towing Tug, TB PANCARAN 611"
8237723,2. Deviasi penggunaan APD,Rambu Komunikasi 2 Arah Pada Akses Keluar Dari Area Refueling K12 Tertutup Rumput,(B PMO) Hauling Road,Area Refueling K12 KDC,"(B PMO) Hauling Road, Area Refueling K12 KDC","[DESKRIPSI]: Rambu Komunikasi 2 Arah Pada Akses Keluar Dari Area Refueling K12 Tertutup Rumput [LOKASI]: (B PMO) Hauling Road, Area Refueling K12 KDC"
8241531,Non TBC,Balon lampu bukan pada tempatnya,Towing Tug,TB KSA 105,"Towing Tug, TB KSA 105","[DESKRIPSI]: Balon lampu bukan pada tempatnya [LOKASI]: Towing Tug, TB KSA 105"
8241212,Non TBC,Kabel charger tidak di cabut setelah digunakan,Towing Tug,TB KSA 94,"Towing Tug, TB KSA 94","[DESKRIPSI]: Kabel charger tidak di cabut setelah digunakan [LOKASI]: Towing Tug, TB KSA 94"
8240825,Non TBC,Jalan sempit dan undulating,Pit SE2,Front Loading,"Pit SE2, Front Loading","[DESKRIPSI]: Jalan sempit dan undulating [LOKASI]: Pit SE2, Front Loading"
8240707,Non TBC,Drum oli menghalangi jalan,Floating Crane,CTS Bulk Derawan,"Floating Crane, CTS Bulk Derawan","[DESKRIPSI]: Drum oli menghalangi jalan [LOKASI]: Floating Crane, CTS Bulk Derawan"
8240480,Non TBC,Rambu parkir tidak ada,(B8) Area Kritis Blok 8,(B8) Drill & Blast,"(B8) Area Kritis Blok 8, (B8) Drill & Blast","[DESKRIPSI]: Rambu parkir tidak ada [LOKASI]: (B8) Area Kritis Blok 8, (B8) Drill & Blast"
8240269,Non TBC,Pintu kotak panel tidak tertutup,Towing Tug,TB KSA 101,"Towing Tug, TB KSA 101","[DESKRIPSI]: Pintu kotak panel tidak tertutup [LOKASI]: Towing Tug, TB KSA 101"
8239093,Non TBC,Gembok rusak,EKSPLORASI PUNAN,AREA AKTIFITAS LOGGING,"EKSPLORASI PUNAN, AREA AKTIFITAS LOGGING","[DESKRIPSI]: Gembok rusak [LOKASI]: EKSPLORASI PUNAN, AREA AKTIFITAS LOGGING"
8237372,Non TBC,Jalan akses ke front J Barat undulating,(B8) Pit J,Front Loading OB,"(B8) Pit J, Front Loading OB","[DESKRIPSI]: Jalan akses ke front J Barat undulating [LOKASI]: (B8) Pit J, Front Loading OB"
8237233,Non TBC,Terdapat jalan undulating jalan dumping ob diaposal,Pit S2,Disposal,"Pit S2, Disposal","[DESKRIPSI]: Terdapat jalan undulating jalan dumping ob diaposal [LOKASI]: Pit S2, Disposal"
8236920,Non TBC,Terdapat segmen jalan undulating di jalan anyer,(B8) Pit J,Disposal,"(B8) Pit J, Disposal","[DESKRIPSI]: Terdapat segmen jalan undulating di jalan anyer [LOKASI]: (B8) Pit J, Disposal"
8240832,Non TBC,Rambu rambu tidak lengkap,Aktivitas Area High Risk,Loading Solu Pit East 2 PAMA,"Aktivitas Area High Risk, Loading Solu Pit East 2 PAMA","[DESKRIPSI]: Rambu rambu tidak lengkap [LOKASI]: Aktivitas Area High Risk, Loading Solu Pit East 2 PAMA"
8239966,Non TBC,Jalan berdebu,(B PMO) Hauling Road,Jalan Hauling Agatis KDC,"(B PMO) Hauling Road, Jalan Hauling Agatis KDC","[DESKRIPSI]: Jalan berdebu [LOKASI]: (B PMO) Hauling Road, Jalan Hauling Agatis KDC"
8239960,Non TBC,Rambu miring akan rebah,(B PMO) Hauling Road,Jalan Hauling Agatis KDC,"(B PMO) Hauling Road, Jalan Hauling Agatis KDC","[DESKRIPSI]: Rambu miring akan rebah [LOKASI]: (B PMO) Hauling Road, Jalan Hauling Agatis KDC"
8239061,Non TBC,jalan licin pasca hujan,Handling Soil East KDC,Dumping Stocksoil East KDC,"Handling Soil East KDC, Dumping Stocksoil East KDC","[DESKRIPSI]: jalan licin pasca hujan [LOKASI]: Handling Soil East KDC, Dumping Stocksoil East KDC"
8237282,Non TBC,Jalan Anyer undulating,(B8) Infrastucture Tambang,Office Minning Eye,"(B8) Infrastucture Tambang, Office Minning Eye","[DESKRIPSI]: Jalan Anyer undulating [LOKASI]: (B8) Infrastucture Tambang, Office Minning Eye"
8235923,Non TBC,Filter minyak ME kotor,Towing Tug,TB KSA 160,"Towing Tug, TB KSA 160","[DESKRIPSI]: Filter minyak ME kotor [LOKASI]: Towing Tug, TB KSA 160"
8235180,Non TBC,Median belum terpasang rambu,Pit East 2,Mine Road Access,"Pit East 2, Mine Road Access","[DESKRIPSI]: Median belum terpasang rambu [LOKASI]: Pit East 2, Mine Road Access"
8234688,Non TBC,Sampah belum dibuang ke didposal,Gerdas Training Center,Bangunan Gerdas,"Gerdas Training Center, Bangunan Gerdas","[DESKRIPSI]: Sampah belum dibuang ke didposal [LOKASI]: Gerdas Training Center, Bangunan Gerdas"
8095924,7. LOTO,"Pekerjaan perbaikan HD 4465, Pengawas perbaikan a/n Sriyanto meninggalkan bays dan mendelegasikan pengawasan kepada pak Deni Kristiawan. Namun Pak Kristiawan tidak memasang LOTO dan LOTO milik pak Sriyanto tidak dilepaskan",(B8) Workshop Champoin,Bays Champions,"(B8) Workshop Champoin, Bays Champions","[DESKRIPSI]: Pekerjaan perbaikan HD 4465, Pengawas perbaikan a/n Sriyanto meninggalkan bays dan mendelegasikan pengawasan kepada pak Deni Kristiawan. Namun Pak Kristiawan tidak memasang LOTO dan LOTO milik pak Sriyanto tidak dilepaskan [LOKASI]: (B8) Workshop Champoin, Bays Champions"
8139712,1. Deviasi pengoperasian kendaraan/unit,Pengecekan kepatuhan terhadap GR dan kelayakan pengoperasian kendaraan dan unit. Buckel dan male lock safety belt terputus bangku no 49 pada bus Manhaul 014,Camp/Mess,Mess PT. MTN 056,"Camp/Mess, Mess PT. MTN 056","[DESKRIPSI]: Pengecekan kepatuhan terhadap GR dan kelayakan pengoperasian kendaraan dan unit. Buckel dan male lock safety belt terputus bangku no 49 pada bus Manhaul 014 [LOKASI]: Camp/Mess, Mess PT. MTN 056"
8241200,Non TBC,Cat draft tengah tongkang mulai pudar,Towing Tug,TB KSA 125,"Towing Tug, TB KSA 125","[DESKRIPSI]: Cat draft tengah tongkang mulai pudar [LOKASI]: Towing Tug, TB KSA 125"
8241130,Non TBC,Monitor cctv belum di colok,Towing Tug,TB PANCARAN 213,"Towing Tug, TB PANCARAN 213","[DESKRIPSI]: Monitor cctv belum di colok [LOKASI]: Towing Tug, TB PANCARAN 213"
8240590,Non TBC,Kabel las rusak berpotensi short,Workshop Fabrikasi Pama,Bays SSE,"Workshop Fabrikasi Pama, Bays SSE","[DESKRIPSI]: Kabel las rusak berpotensi short [LOKASI]: Workshop Fabrikasi Pama, Bays SSE"
8239057,Non TBC,Pekerja tidak memakai sarung tangan,(B PMO) Project,Project Underpass BC PMO,"(B PMO) Project, Project Underpass BC PMO","[DESKRIPSI]: Pekerja tidak memakai sarung tangan [LOKASI]: (B PMO) Project, Project Underpass BC PMO"
8238531,Non TBC,yawning,Control Room Technology,Control Room Mining Eyes & MH02,"Control Room Technology, Control Room Mining Eyes & MH02","[DESKRIPSI]: yawning [LOKASI]: Control Room Technology, Control Room Mining Eyes & MH02"
8236689,Non TBC,Debu mulai naik di Pit C2 Timur,(B8) Pit C2,Front Loading OB,"(B8) Pit C2, Front Loading OB","[DESKRIPSI]: Debu mulai naik di Pit C2 Timur [LOKASI]: (B8) Pit C2, Front Loading OB"
8236372,Non TBC,terdapat sampah dalam ruang muat,Barge,BG RMN 2716,"Barge, BG RMN 2716","[DESKRIPSI]: terdapat sampah dalam ruang muat [LOKASI]: Barge, BG RMN 2716"
8239115,4. Posisi Pekerja pada Area Tidak aman/Tidak Sesuai Prosedur,Tidak memasang lock articulated saat melakukan repair unit berpotensi menyebabkan orang terjepit unit,Main Workshop Pama,Bays 1 (Wheel),"Main Workshop Pama, Bays 1 (Wheel)","[DESKRIPSI]: Tidak memasang lock articulated saat melakukan repair unit berpotensi menyebabkan orang terjepit unit [LOKASI]: Main Workshop Pama, Bays 1 (Wheel)"
8235234,Non TBC,Lantai kotor,Main Workshop Pama,Bays 2 (Track),"Main Workshop Pama, Bays 2 (Track)","[DESKRIPSI]: Lantai kotor [LOKASI]: Main Workshop Pama, Bays 2 (Track)"
8235008,Non TBC,KURSI MENGHALANGI JALAN,Assist Tug Sungai,TB DL 09,"Assist Tug Sungai, TB DL 09","[DESKRIPSI]: KURSI MENGHALANGI JALAN [LOKASI]: Assist Tug Sungai, TB DL 09"
7263160,4. Posisi Pekerja pada Area Tidak aman/Tidak Sesuai Prosedur,"Posisi unit excavator berdekatan dan masuk radius swing, agar segera dipindah unit yg berdekatan",,,,"[DESKRIPSI]: Posisi unit excavator berdekatan dan masuk radius swing, agar segera dipindah unit yg berdekatan"
8241449,Non TBC,Tidak ada penandaan pada fire alarm,Towing Tug,TB KSA 160,"Towing Tug, TB KSA 160","[DESKRIPSI]: Tidak ada penandaan pada fire alarm [LOKASI]: Towing Tug, TB KSA 160"
8240637,Non TBC,Kondisi jalan pit j barat berdebu,(B8) Pit J,Front Loading OB,"(B8) Pit J, Front Loading OB","[DESKRIPSI]: Kondisi jalan pit j barat berdebu [LOKASI]: (B8) Pit J, Front Loading OB"
8239191,Non TBC,Material belum dirapikan,(B PMO) Project,Project Underpass BC PMO,"(B PMO) Project, Project Underpass BC PMO","[DESKRIPSI]: Material belum dirapikan [LOKASI]: (B PMO) Project, Project Underpass BC PMO"
8238946,Non TBC,Sepatu tidak di rapikan,Warehouse,Warehouse MTL,Warehouse MTL,[DESKRIPSI]: Sepatu tidak di rapikan [LOKASI]: Warehouse MTL
8238338,Non TBC,Debuh tebal jarak pandang terbatas,Coal Hauling,Jalan Rinjani,"Coal Hauling, Jalan Rinjani","[DESKRIPSI]: Debuh tebal jarak pandang terbatas [LOKASI]: Coal Hauling, Jalan Rinjani"
8238196,Non TBC,Jalan sempit masuk area front,Pit West,Front Loading,"Pit West, Front Loading","[DESKRIPSI]: Jalan sempit masuk area front [LOKASI]: Pit West, Front Loading"
8237882,Non TBC,Tidak ada rambu retro pada tanggul jalan,Project Diversion Selatan BAR,Akses Road,"Project Diversion Selatan BAR, Akses Road","[DESKRIPSI]: Tidak ada rambu retro pada tanggul jalan [LOKASI]: Project Diversion Selatan BAR, Akses Road"
8237773,Non TBC,Checklist inspeksi apar di anjungan tidak ada,Towing Tug,TB KSA 104,"Towing Tug, TB KSA 104","[DESKRIPSI]: Checklist inspeksi apar di anjungan tidak ada [LOKASI]: Towing Tug, TB KSA 104"
8237587,Non TBC,Kabel berantakan,Assist Tug Transhipment,TB INTAN MEGAH 3,"Assist Tug Transhipment, TB INTAN MEGAH 3","[DESKRIPSI]: Kabel berantakan [LOKASI]: Assist Tug Transhipment, TB INTAN MEGAH 3"
8236982,Non TBC,Apar low pressure,Workshop MTL KM 1,"WS A2B,Support & Gudang MTL","Workshop MTL KM 1, WS A2B,Support & Gudang MTL","[DESKRIPSI]: Apar low pressure [LOKASI]: Workshop MTL KM 1, WS A2B,Support & Gudang MTL"
8236842,Non TBC,Jalan undulating,Disposal OPD East 1,Akses Front dumping Disposal PAMA,"Disposal OPD East 1, Akses Front dumping Disposal PAMA","[DESKRIPSI]: Jalan undulating [LOKASI]: Disposal OPD East 1, Akses Front dumping Disposal PAMA"
8236356,Non TBC,tumpukan dokumen tidak rapi diatas meja kerja,Office BUMA,Area Office BUMA,Area Office BUMA,[DESKRIPSI]: tumpukan dokumen tidak rapi diatas meja kerja [LOKASI]: Area Office BUMA
8236148,Non TBC,Tidak ada penandaan pada Bell alarm,Towing Tug,TB KSA 160,"Towing Tug, TB KSA 160","[DESKRIPSI]: Tidak ada penandaan pada Bell alarm [LOKASI]: Towing Tug, TB KSA 160"
8236128,Non TBC,Tidak ada penandaan pada fire alarm,Towing Tug,TB KSA 160,"Towing Tug, TB KSA 160","[DESKRIPSI]: Tidak ada penandaan pada fire alarm [LOKASI]: Towing Tug, TB KSA 160"
8235990,Non TBC,Tali mengganggu jalan ditongkang,Towing Tug,TB BERAU 22,"Towing Tug, TB BERAU 22","[DESKRIPSI]: Tali mengganggu jalan ditongkang [LOKASI]: Towing Tug, TB BERAU 22"
8235578,Non TBC,Area parkir belum terbentuk,Pit PQRT,[Area Kritis] Drill & Blast,"Pit PQRT, [Area Kritis] Drill & Blast","[DESKRIPSI]: Area parkir belum terbentuk [LOKASI]: Pit PQRT, [Area Kritis] Drill & Blast"
8239858,4. Posisi Pekerja pada Area Tidak aman/Tidak Sesuai Prosedur,Terdapat tanaman merambat di sekitar area pondok pengawas disposal berpotensi menjadi sarang ular berbisa,Handling Soil East KDC,Dumping Stocksoil East KDC,"Handling Soil East KDC, Dumping Stocksoil East KDC","[DESKRIPSI]: Terdapat tanaman merambat di sekitar area pondok pengawas disposal berpotensi menjadi sarang ular berbisa [LOKASI]: Handling Soil East KDC, Dumping Stocksoil East KDC"
8235318,Non TBC,Area parkir belum terbentuk,Pit PQRT,[Area Kritis] Drill & Blast,"Pit PQRT, [Area Kritis] Drill & Blast","[DESKRIPSI]: Area parkir belum terbentuk [LOKASI]: Pit PQRT, [Area Kritis] Drill & Blast"
7015549,5. Deviasi Loading/Dumping,Dumping limiter belum di update,,,,[DESKRIPSI]: Dumping limiter belum di update
8240581,Non TBC,Komunikasi 2 arah terdoubling,Pit West,Front Loading,"Pit West, Front Loading","[DESKRIPSI]: Komunikasi 2 arah terdoubling [LOKASI]: Pit West, Front Loading"
8240205,Non TBC,Jalan panarukan - dago 1 undulating,(B8) Road Management,Jln. Panarukan,"(B8) Road Management, Jln. Panarukan","[DESKRIPSI]: Jalan panarukan - dago 1 undulating [LOKASI]: (B8) Road Management, Jln. Panarukan"
8239587,14. Technology,CCTV pit west offline,Pit West,Front Loading,"Pit West, Front Loading","[DESKRIPSI]: CCTV pit west offline [LOKASI]: Pit West, Front Loading"
8239456,Non TBC,Bendera bugiwhip sudah rusak.,(B8) Workshop SSE,Bays SSE,"(B8) Workshop SSE, Bays SSE","[DESKRIPSI]: Bendera bugiwhip sudah rusak. [LOKASI]: (B8) Workshop SSE, Bays SSE"
8237637,Non TBC,Terdapat Coal Oversize Pada Dumpingan PTR di Rom 3,(B PMO) ROM,ROM 3 KDC,"(B PMO) ROM, ROM 3 KDC","[DESKRIPSI]: Terdapat Coal Oversize Pada Dumpingan PTR di Rom 3 [LOKASI]: (B PMO) ROM, ROM 3 KDC"
8237101,Non TBC,Look book tidak pada tempatnya,Towing Tug,TB KSA 101,"Towing Tug, TB KSA 101","[DESKRIPSI]: Look book tidak pada tempatnya [LOKASI]: Towing Tug, TB KSA 101"
8235235,Non TBC,Belt yang terkelupas,Floating Crane,FLF Ocean Flow,"Floating Crane, FLF Ocean Flow","[DESKRIPSI]: Belt yang terkelupas [LOKASI]: Floating Crane, FLF Ocean Flow"
7145351,14. Technology,0089 - CCTV PSCM Sotrage OutDoor terpantau offline,,,,[DESKRIPSI]: 0089 - CCTV PSCM Sotrage OutDoor terpantau offline
8241623,Non TBC,Ditemuka dudukan lampu rusak,Floating Crane,CTS Bulk Celebes,"Floating Crane, CTS Bulk Celebes","[DESKRIPSI]: Ditemuka dudukan lampu rusak [LOKASI]: Floating Crane, CTS Bulk Celebes"
8240677,Non TBC,Meja peta berantakan,Towing Tug,TB KSA 39,"Towing Tug, TB KSA 39","[DESKRIPSI]: Meja peta berantakan [LOKASI]: Towing Tug, TB KSA 39"
8239708,Non TBC,Tidak pada tempat nya,Floating Crane,FC Bulk Karimun,"Floating Crane, FC Bulk Karimun","[DESKRIPSI]: Tidak pada tempat nya [LOKASI]: Floating Crane, FC Bulk Karimun"
8239231,Non TBC,stand kotor,Main Workshop Pama,Bays 2 (Track),"Main Workshop Pama, Bays 2 (Track)","[DESKRIPSI]: stand kotor [LOKASI]: Main Workshop Pama, Bays 2 (Track)"
8239077,Non TBC,Area sekitar mobile crane belum di dermakasi,(B PMO) Project,Project Underpass BC PMO,"(B PMO) Project, Project Underpass BC PMO","[DESKRIPSI]: Area sekitar mobile crane belum di dermakasi [LOKASI]: (B PMO) Project, Project Underpass BC PMO"
8238980,Non TBC,Braket lampu kabut LV 212 lepas,(B PMO) Office,Office KDC,"(B PMO) Office, Office KDC","[DESKRIPSI]: Braket lampu kabut LV 212 lepas [LOKASI]: (B PMO) Office, Office KDC"
